006;8050846039780;OBAGB033-EVS00-017;CORPS O BAG URBAN EVA COMPOUND;UNICA;3;14,160;42,48
012;8050846039711;OBAGB033-EVS00-078;CORPS O BAG URBAN EVA COMPOUND;UNICA;3;14,160;42,48
012;8050846039711;OBAGB033-EVS00-078;CORPS O BAG URBAN EVA COMPOUND;UNICA;3;14,160;42,48
034;8050846011410;OBAGB024-EVS00-076;CORPS O POCKET MICRO EVA COMPOUND;UNICA;5;4,800;24,00
036;;OBAGC101-FAS01-371;COVER O BAG EN FAUSSE FOURRURE LAPIN;UNICA;4;29,400;117,60
035;;OBAGC101-FAS01-055;COVER O BAG EN FAUSSE FOURRURE LAPIN;UNICA;6;29,400;176,40
038;;OBAGC102-FAS01-371;COVER O BAG MINI EN FAUSSE FOURRURE LAPIN;UNICA;4;25,680;102,72
037;;OBAGC102-FAS01-055;COVER O BAG MINI EN FAUSSE FOURRURE LAPIN;UNICA;6;25,680;154,08
046;;OCLKD001-MESC2-389;CatÃ©gorie Um poids Poids Um qtÃ© QtÃ© Valeur;UNICA;15;10,900;163,50
 01;;Produit;Code piece;Couleur;Taille;Libelle;Quantite
019;;OBAGS001-TESR1-086;POCHETTE INTÃ‰RIEURE FERMETURE Ã‰CLAIR O BAG EN TISSU COTTON CORDUROY;UNICA;2;10,800;21,60
018;;OBAGS001-TESR1-018;POCHETTE INTÃ‰RIEURE FERMETURE Ã‰CLAIR O BAG EN TISSU COTTON CORDUROY;UNICA;5;10,800;54,00
020;;OBAGS001-TESR1-258;POCHETTE INTÃ‰RIEURE FERMETURE Ã‰CLAIR O BAG EN TISSU COTTON CORDUROY;UNICA;8;10,800;86,40
021;;OBAGS002-TESR1-018;POCHETTE INTÃ‰RIEURE FERMETURE Ã‰CLAIR O BAG MINI EN TISSU COTTON CORDUROY;UNICA;3;9,000;27,00
024;;OBAGS002-TESR1-258;POCHETTE INTÃ‰RIEURE FERMETURE Ã‰CLAIR O BAG MINI EN TISSU COTTON CORDUROY;UNICA;3;9,000;27,00
022;;OBAGS002-TESR1-055;POCHETTE INTÃ‰RIEURE FERMETURE Ã‰CLAIR O BAG MINI EN TISSU COTTON CORDUROY;UNICA;5;9,000;45,00
023;;OBAGS002-TESR1-086;POCHETTE INTÃ‰RIEURE FERMETURE Ã‰CLAIR O BAG MINI EN TISSU COTTON CORDUROY;UNICA;5;9,000;45,00
044;;OCLKD001-MESC2-055;QtÃ© Prix Remises Montant Cadeau;UNICA;15;10,900;163,50
039;;OBAGP006-TEST5-055;RABAT O POCKET EN TISSU LAINE TRESSÃ‰E + BIJOUX;UNICA;6;12,100;72,60
040;;OBAGPA24-TEST9-017;RABAT TOURNIQUET O POCKET MICRO VELOURS + BIJOUX;UNICA;3;11,200;33,60
043;;OBAGPA24-TEST9-134;RABAT TOURNIQUET O POCKET MICRO VELOURS + BIJOUX;UNICA;3;11,200;33,60
041;;OBAGPA24-TEST9-018;RABAT TOURNIQUET O POCKET MICRO VELOURS + BIJOUX;UNICA;4;11,200;44,80
042;;OBAGPA24-TEST9-055;RABAT TOURNIQUET O POCKET MICRO VELOURS + BIJOUX;UNICA;4;11,200;44,80
008;;OBAGT002-LAS34-086;REVERS O BAG MINI EN LAINE RASÃ‰E;UNICA;2;9,660;19,32
045;;OCLKD001-MESC2-076;RÃ©capitulatifs douaniers;UNICA;10;10,900;109,00
